"ppltrst","lrscale","gender","age","married","urban","native","edulevel","paidwork","cntry"
NA,5,0,35,1,1,1,"Erhvervsuddannelse",1,"FI"
NA,7,1,20,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,2,0,63,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,NA,0,78,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,9,0,66,0,0,1,"Grundskole",0,"FI"
NA,10,1,77,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,19,0,0,0,"Gymnasium",0,"FI"
NA,7,1,52,0,0,0,"Erhvervsuddannelse",0,"FI"
NA,5,1,36,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,6,0,36,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,3,1,44,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,7,0,58,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,9,1,37,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,4,0,56,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,77,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,0,0,68,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,6,0,43,1,1,1,"Lang videreg?ende",1,"FI"
NA,7,1,57,1,1,1,"Lang videreg?ende",1,"FI"
NA,7,0,30,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,2,0,55,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,7,1,37,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
9,NA,0,15,0,0,0,"Grundskole",0,"FI"
NA,5,1,38,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,39,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
6,5,0,16,0,0,1,"Gymnasium",0,"FI"
NA,5,0,49,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,3,0,74,1,0,1,"Grundskole",0,"FI"
NA,5,0,56,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,0,58,1,0,1,"Lang videreg?ende",1,"FI"
NA,0,0,77,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,6,1,22,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,NA,1,32,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,4,0,83,0,0,1,"Grundskole",0,"FI"
NA,7,0,82,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,1,37,1,1,1,"Lang videreg?ende",1,"FI"
NA,7,0,90,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,10,1,80,1,0,1,"Grundskole",0,"FI"
NA,7,1,41,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,4,0,29,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,7,1,19,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,6,0,45,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,29,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,5,0,71,0,1,0,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,0,60,1,0,1,"Erhvervsuddannelse",1,"FI"
9,6,0,16,0,0,1,"Gymnasium",0,"FI"
NA,5,0,52,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
4,5,0,53,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,8,1,51,1,0,1,"Lang videreg?ende",1,"FI"
NA,7,0,60,1,0,1,"Erhvervsuddannelse",1,"FI"
8,8,0,57,1,1,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,59,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,4,0,16,0,0,1,"Gymnasium",0,"FI"
NA,4,1,61,0,0,1,"Lang videreg?ende",1,"FI"
NA,7,0,45,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,NA,0,15,0,0,1,"Grundskole",0,"FI"
NA,NA,0,44,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,39,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,49,1,1,1,"Erhvervsuddannelse",1,"FI"
NA,2,1,60,1,1,1,"Lang videreg?ende",1,"FI"
NA,3,0,22,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,6,0,29,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,0,55,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,1,69,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,4,0,75,0,0,1,"Gymnasium",0,"FI"
NA,6,1,64,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,6,0,65,0,0,1,"Gymnasium",0,"FI"
NA,6,1,58,1,0,1,"Grundskole",1,"FI"
NA,5,0,16,0,0,1,"Gymnasium",0,"FI"
NA,3,0,29,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,2,0,77,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,3,0,48,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,0,80,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,25,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,8,0,81,1,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,1,79,1,0,1,"Lang videreg?ende",0,"FI"
NA,7,0,75,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,5,0,62,0,1,1,"Grundskole",1,"FI"
NA,5,0,50,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,3,0,31,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,0,36,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,8,1,89,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,8,1,63,1,0,1,"Lang videreg?ende",1,"FI"
NA,8,0,60,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,4,0,67,0,1,1,"Gymnasium",0,"FI"
NA,1,1,32,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,4,0,35,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,4,0,62,1,0,1,"Lang videreg?ende",1,"FI"
NA,NA,0,16,0,0,0,"Gymnasium",0,"FI"
NA,6,0,32,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,42,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,76,1,0,1,"Grundskole",0,"FI"
NA,4,0,67,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,3,0,38,1,0,1,"Lang videreg?ende",1,"FI"
NA,5,0,66,1,0,1,"Erhvervsuddannelse",0,"FI"
2,4,1,45,1,0,1,"Lang videreg?ende",0,"FI"
NA,5,1,44,0,1,1,"Gymnasium",0,"FI"
NA,8,1,46,1,1,1,"Gymnasium",0,"FI"
NA,8,0,40,1,0,1,"Lang videreg?ende",1,"FI"
NA,8,0,72,1,0,1,"Lang videreg?ende",0,"FI"
NA,7,1,63,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,5,1,38,0,1,1,"Lang videreg?ende",1,"FI"
NA,5,0,77,1,0,1,"Lang videreg?ende",0,"FI"
NA,9,0,52,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,6,1,28,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,0,0,42,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,6,0,36,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,0,40,0,1,1,"Lang videreg?ende",1,"FI"
NA,5,0,30,1,1,1,"Erhvervsuddannelse",1,"FI"
7,6,1,56,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,9,0,72,1,1,1,"Grundskole",0,"FI"
6,4,1,37,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,3,1,60,1,0,1,"Erhvervsuddannelse",1,"FI"
6,6,1,55,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,1,35,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
8,3,1,19,0,1,0,"Erhvervsuddannelse",1,"FI"
NA,5,1,42,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,1,53,1,1,1,"Erhvervsuddannelse",1,"FI"
5,3,0,39,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,0,21,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,7,1,47,1,1,1,"Erhvervsuddannelse",1,"FI"
6,NA,1,19,0,0,0,"Grundskole",0,"FI"
NA,5,0,17,0,0,1,"Gymnasium",0,"FI"
7,5,1,24,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,0,27,1,1,1,"Lang videreg?ende",1,"FI"
NA,4,0,65,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,3,0,48,0,0,1,"Lang videreg?ende",1,"FI"
NA,7,1,60,1,0,1,"Erhvervsuddannelse",1,"FI"
4,3,0,41,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,61,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,7,0,75,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,6,1,73,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,8,0,72,0,0,1,"Erhvervsuddannelse",0,"FI"
4,5,0,62,0,1,1,"Grundskole",1,"FI"
NA,6,1,76,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,1,77,0,0,1,"Grundskole",1,"FI"
NA,8,1,42,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,4,1,73,1,1,1,"Grundskole",0,"FI"
NA,8,1,72,1,1,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,32,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,67,1,1,1,"Gymnasium",0,"FI"
8,5,1,36,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,63,0,0,1,"Gymnasium",0,"FI"
NA,8,0,77,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,3,1,73,1,0,1,"Erhvervsuddannelse",0,"FI"
7,5,0,32,0,0,1,"Erhvervsuddannelse",1,"FI"
3,9,0,56,0,0,1,"Erhvervsuddannelse",0,"FI"
7,5,1,36,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,1,26,0,1,1,"Erhvervsuddannelse",1,"FI"
5,8,1,17,0,1,1,"Grundskole",0,"FI"
NA,5,0,63,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,3,0,63,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,2,1,67,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,4,1,57,1,0,1,"Grundskole",1,"FI"
NA,7,1,62,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,0,40,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,42,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,1,80,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,1,60,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,66,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,42,1,0,1,"Lang videreg?ende",1,"FI"
NA,6,1,29,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,44,1,0,1,"Lang videreg?ende",1,"FI"
9,6,1,22,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,10,1,50,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,0,54,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,1,0,33,0,1,1,"Lang videreg?ende",1,"FI"
NA,5,1,54,1,0,1,"Grundskole",0,"FI"
NA,4,1,39,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
5,5,1,19,0,0,1,"Gymnasium",0,"FI"
NA,5,0,79,0,0,1,"Grundskole",0,"FI"
NA,7,1,67,1,0,1,"Lang videreg?ende",0,"FI"
NA,2,0,47,1,1,1,"Lang videreg?ende",1,"FI"
NA,7,1,18,0,1,1,"Gymnasium",0,"FI"
NA,5,1,18,0,0,1,"Gymnasium",0,"FI"
NA,5,0,26,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,7,1,65,1,0,1,"Grundskole",0,"FI"
NA,7,0,85,0,0,1,"Gymnasium",0,"FI"
NA,6,0,21,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,2,0,59,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,3,1,23,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,4,0,42,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,0,31,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,0,41,1,1,1,"Lang videreg?ende",1,"FI"
NA,5,0,53,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,0,58,1,0,1,"Lang videreg?ende",1,"FI"
NA,9,1,37,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,6,1,35,0,1,1,"Lang videreg?ende",0,"FI"
NA,8,0,82,0,1,1,"Gymnasium",0,"FI"
NA,7,1,58,1,0,1,"Gymnasium",1,"FI"
NA,7,0,68,1,1,1,"Lang videreg?ende",0,"FI"
NA,5,1,71,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,3,1,54,1,0,0,"Erhvervsuddannelse",1,"FI"
NA,6,1,75,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,4,1,57,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,8,0,79,0,1,1,"Gymnasium",0,"FI"
NA,8,1,41,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,71,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,NA,0,17,0,0,1,"Gymnasium",0,"FI"
NA,3,1,72,1,0,1,"Grundskole",0,"FI"
NA,5,1,18,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,54,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,NA,0,26,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,1,81,0,1,1,"Grundskole",0,"FI"
NA,5,0,36,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,2,0,27,1,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,5,1,59,1,1,1,"Grundskole",1,"FI"
7,7,0,53,1,0,1,"Erhvervsuddannelse",1,"FI"
8,4,0,36,0,1,1,"Lang videreg?ende",0,"FI"
NA,5,1,42,0,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,0,49,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,4,1,61,1,0,1,"Lang videreg?ende",1,"FI"
NA,2,1,64,1,1,1,"Lang videreg?ende",1,"FI"
NA,5,0,45,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,7,0,58,1,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,2,0,54,1,1,1,"Erhvervsuddannelse",1,"FI"
NA,8,1,50,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,1,24,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,8,1,69,1,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
8,8,1,72,1,0,1,"Grundskole",0,"FI"
NA,5,0,61,1,1,1,"Erhvervsuddannelse",1,"FI"
NA,7,1,41,0,0,1,"Erhvervsuddannelse",1,"FI"
9,6,1,44,1,1,1,"Lang videreg?ende",1,"FI"
NA,6,0,69,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,NA,1,28,0,0,1,"Erhvervsuddannelse",1,"FI"
NA,5,1,35,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,0,20,0,1,1,"Erhvervsuddannelse",1,"FI"
3,5,0,24,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,1,23,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,3,0,71,0,0,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,7,0,34,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,3,1,67,1,0,1,"Lang videreg?ende",0,"FI"
NA,6,0,74,1,0,1,"Erhvervsuddannelse",0,"FI"
NA,7,0,52,1,0,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,6,1,40,1,0,0,"Erhvervsuddannelse",1,"FI"
NA,8,0,57,1,0,1,"Lang videreg?ende",1,"FI"
NA,7,1,75,1,1,1,"Lang videreg?ende",0,"FI"
NA,2,1,33,0,1,1,"Kort/Mellemlang videreg?ende",0,"FI"
NA,6,0,40,1,1,1,"Lang videreg?ende",1,"FI"
NA,8,1,28,0,1,1,"Erhvervsuddannelse",1,"FI"
NA,4,0,54,0,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,1,78,0,1,1,"Erhvervsuddannelse",0,"FI"
NA,5,0,68,1,0,1,"Grundskole",0,"FI"
NA,8,1,48,0,0,1,"Grundskole",1,"FI"
NA,5,1,54,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,NA,0,90,0,0,1,"Grundskole",0,"FI"
NA,4,1,44,1,0,1,"Erhvervsuddannelse",1,"FI"
NA,9,1,69,1,0,1,"Lang videreg?ende",0,"FI"
NA,7,0,67,0,0,1,"Erhvervsuddannelse",0,"FI"
NA,5,0,63,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,8,0,51,1,1,1,"Kort/Mellemlang videreg?ende",1,"FI"
NA,5,0,47,1,0,0,"Kort/Mellemlang videreg?ende",1,"FI"
NA,6,0,80,1,0,1,"Grundskole",0,"FI"
NA,7,1,52,0,1,1,"Gymnasium",0,"FI"
NA,10,0,57,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,2,1,58,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,0,1,63,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,51,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,46,1,0,1,"Lang videreg?ende",1,"NO"
NA,8,1,55,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,1,60,0,0,0,"Erhvervsuddannelse",0,"NO"
NA,5,1,19,0,0,1,"Gymnasium",0,"NO"
NA,3,0,69,0,1,1,"Lang videreg?ende",0,"NO"
NA,6,0,44,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,84,1,0,0,"Erhvervsuddannelse",0,"NO"
NA,0,0,53,1,0,1,"Lang videreg?ende",1,"NO"
NA,5,1,68,1,0,1,"Lang videreg?ende",1,"NO"
NA,4,0,78,1,1,1,"Erhvervsuddannelse",0,"NO"
NA,5,1,33,1,0,0,"Lang videreg?ende",1,"NO"
NA,1,0,25,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,0,48,1,0,1,"Lang videreg?ende",1,"NO"
NA,3,1,37,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,4,0,57,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,19,0,1,1,"Gymnasium",1,"NO"
NA,4,1,42,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,2,0,21,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,5,1,53,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,65,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,1,60,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,17,0,0,1,"Gymnasium",1,"NO"
NA,10,0,65,1,0,1,"Gymnasium",0,"NO"
NA,3,0,30,0,1,1,"Lang videreg?ende",1,"NO"
8,5,1,29,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,24,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,7,0,35,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,NA,0,58,0,0,1,"Gymnasium",0,"NO"
NA,5,0,90,0,1,1,"Lang videreg?ende",0,"NO"
NA,7,0,52,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,1,1,32,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,0,24,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,10,0,71,0,1,1,"Lang videreg?ende",0,"NO"
NA,5,1,24,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,5,0,22,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,1,1,55,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,9,1,80,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,8,1,53,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,65,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,0,39,0,0,1,"Lang videreg?ende",1,"NO"
NA,8,1,22,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,50,0,1,1,"Gymnasium",0,"NO"
NA,5,1,62,1,0,1,"Lang videreg?ende",1,"NO"
NA,8,0,67,1,0,1,"Gymnasium",1,"NO"
NA,2,1,55,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,0,24,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,0,52,1,1,0,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,0,50,1,1,1,"Lang videreg?ende",1,"NO"
NA,0,0,31,0,0,0,"Erhvervsuddannelse",1,"NO"
NA,5,0,30,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,1,53,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,66,0,0,1,"Gymnasium",1,"NO"
NA,3,1,22,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,5,1,35,0,0,0,"Kort/Mellemlang videreg?ende",0,"NO"
NA,4,0,45,1,0,1,"Lang videreg?ende",1,"NO"
NA,10,1,63,1,0,0,"Erhvervsuddannelse",1,"NO"
NA,3,0,51,1,1,1,"Lang videreg?ende",1,"NO"
NA,4,1,64,1,0,1,"Gymnasium",0,"NO"
NA,3,1,27,0,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,4,0,28,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,1,56,1,1,1,"Erhvervsuddannelse",1,"NO"
9,8,0,44,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,NA,1,19,0,1,1,"Gymnasium",0,"NO"
NA,6,0,65,1,1,1,"Erhvervsuddannelse",1,"NO"
10,3,1,40,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,8,1,54,1,0,1,"Lang videreg?ende",1,"NO"
NA,3,0,18,0,0,1,"Gymnasium",0,"NO"
NA,5,0,36,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,10,1,88,0,1,0,"Erhvervsuddannelse",0,"NO"
NA,2,0,75,1,1,1,"Erhvervsuddannelse",0,"NO"
NA,9,1,72,1,1,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,4,0,25,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,8,0,20,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,49,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,7,0,56,1,0,1,"Erhvervsuddannelse",0,"NO"
NA,1,0,56,0,0,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,5,1,23,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,2,1,32,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,6,0,56,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,0,46,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,68,0,1,1,"Lang videreg?ende",1,"NO"
NA,3,0,33,0,1,0,"Erhvervsuddannelse",0,"NO"
NA,6,1,21,0,1,1,"Erhvervsuddannelse",1,"NO"
2,10,1,47,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,999,1,1,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,7,1,38,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,58,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,5,1,33,0,1,0,"Erhvervsuddannelse",0,"NO"
NA,2,0,43,0,1,0,"Erhvervsuddannelse",0,"NO"
NA,7,1,45,0,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,0,62,0,0,0,"Lang videreg?ende",0,"NO"
NA,5,1,42,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,8,0,55,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,1,47,1,0,1,"Lang videreg?ende",1,"NO"
NA,7,1,48,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,1,69,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,5,1,49,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,40,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,6,0,17,0,1,0,"Gymnasium",0,"NO"
NA,5,0,32,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,1,1,27,0,1,1,"Erhvervsuddannelse",0,"NO"
NA,5,1,23,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,66,0,1,1,"Kort/Mellemlang videreg?ende",0,"NO"
NA,7,1,17,0,1,1,"Gymnasium",0,"NO"
NA,4,0,49,0,0,0,"Lang videreg?ende",1,"NO"
NA,4,1,36,1,1,0,"Lang videreg?ende",1,"NO"
NA,4,1,20,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,1,1,45,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,0,0,45,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,6,0,45,1,1,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,55,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,55,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,39,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,6,1,40,1,0,1,"Lang videreg?ende",1,"NO"
NA,5,0,21,0,0,1,"Gymnasium",0,"NO"
NA,2,0,60,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,7,1,33,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,2,1,47,1,0,1,"Lang videreg?ende",1,"NO"
NA,2,1,63,1,0,1,"Lang videreg?ende",1,"NO"
NA,10,1,61,0,0,1,"Erhvervsuddannelse",0,"NO"
NA,1,0,87,1,0,1,"Gymnasium",0,"NO"
NA,4,0,29,0,0,1,"Erhvervsuddannelse",1,"NO"
NA,5,0,42,0,0,1,"Lang videreg?ende",1,"NO"
NA,7,1,46,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,0,0,57,0,0,1,"Lang videreg?ende",1,"NO"
NA,5,1,47,1,0,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,1,59,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,10,1,67,1,0,1,"Gymnasium",1,"NO"
NA,4,0,26,0,1,1,"Erhvervsuddannelse",1,"NO"
NA,4,1,35,0,0,1,"Lang videreg?ende",1,"NO"
NA,4,1,55,0,0,1,"Gymnasium",0,"NO"
NA,4,0,42,0,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,3,0,42,1,0,0,"Erhvervsuddannelse",1,"NO"
NA,3,1,19,0,1,1,"Gymnasium",1,"NO"
NA,5,1,46,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,1,50,1,0,1,"Erhvervsuddannelse",1,"NO"
NA,3,0,16,0,1,1,"Grundskole",0,"NO"
NA,0,0,26,0,0,0,"Erhvervsuddannelse",0,"NO"
NA,8,0,48,1,1,1,"Kort/Mellemlang videreg?ende",1,"NO"
NA,7,1,68,1,1,1,"Erhvervsuddannelse",0,"NO"
NA,5,0,60,1,0,1,"Lang videreg?ende",1,"NO"
NA,4,0,44,0,1,1,"Lang videreg?ende",1,"NO"
NA,5,1,47,1,0,1,"Erhvervsuddannelse",1,"NO"
