"ppltrst","lrscale","gender","age","married","urban","native","edulevel","paidwork","cntry"
9,5,0,21,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,0,18,0,0,1,"Gymnasium",0,"SE"
NA,6,1,41,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,4,1,59,1,0,1,"Erhvervsuddannelse",1,"SE"
9,3,1,42,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,3,1,76,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,0,1,84,1,0,1,"Grundskole",0,"SE"
NA,6,1,77,0,1,1,"Lang videreg?ende",0,"SE"
NA,10,1,67,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,6,0,42,1,0,0,"Lang videreg?ende",1,"SE"
NA,4,0,66,0,1,1,"Erhvervsuddannelse",0,"SE"
7,3,1,25,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,7,1,82,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,3,0,78,1,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,7,0,70,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,3,1,82,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,0,28,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,1,20,0,0,1,"Lang videreg?ende",0,"SE"
NA,5,1,75,1,0,1,"Grundskole",1,"SE"
NA,1,0,31,1,1,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,1,57,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,7,0,71,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,4,1,61,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,1,41,1,0,0,"Erhvervsuddannelse",1,"SE"
NA,3,1,51,0,0,0,"Erhvervsuddannelse",1,"SE"
NA,NA,0,70,0,0,0,"Erhvervsuddannelse",0,"SE"
NA,7,1,65,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,3,1,31,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,0,43,1,1,1,"Lang videreg?ende",1,"SE"
NA,6,1,81,1,0,1,"Lang videreg?ende",0,"SE"
NA,4,0,63,0,1,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,1,67,1,0,1,"Lang videreg?ende",1,"SE"
NA,5,0,49,1,1,0,"Lang videreg?ende",1,"SE"
NA,5,0,55,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,87,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,2,0,66,0,0,1,"Lang videreg?ende",1,"SE"
NA,2,0,69,0,0,0,"Lang videreg?ende",1,"SE"
NA,5,0,19,0,0,0,"Erhvervsuddannelse",0,"SE"
NA,6,0,56,1,1,1,"Gymnasium",1,"SE"
NA,7,0,62,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,2,0,30,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,0,41,0,1,1,"Lang videreg?ende",1,"SE"
NA,7,1,58,1,1,1,"Gymnasium",1,"SE"
7,6,1,37,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,0,16,0,0,1,"Gymnasium",0,"SE"
NA,3,0,78,0,1,1,"Grundskole",0,"SE"
NA,6,1,79,1,0,1,"Gymnasium",0,"SE"
NA,6,1,51,1,0,1,"Lang videreg?ende",1,"SE"
NA,4,0,79,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,8,1,76,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,2,1,69,1,0,1,"Gymnasium",0,"SE"
NA,NA,1,72,0,0,1,"Grundskole",0,"SE"
NA,7,1,79,1,1,1,"Erhvervsuddannelse",0,"SE"
NA,5,0,64,0,1,0,"Kort/Mellemlang videreg?ende",0,"SE"
NA,4,0,48,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,3,0,65,0,1,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,1,31,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,6,0,33,1,0,0,"Lang videreg?ende",1,"SE"
NA,7,1,64,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,NA,0,60,0,0,0,"Erhvervsuddannelse",1,"SE"
NA,3,0,26,0,1,1,"Lang videreg?ende",1,"SE"
NA,3,1,48,1,0,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,4,1,77,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,7,1,78,1,0,1,"Lang videreg?ende",0,"SE"
NA,2,0,28,0,0,1,"Lang videreg?ende",1,"SE"
NA,8,0,73,1,0,1,"Lang videreg?ende",0,"SE"
NA,9,0,52,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
8,7,1,24,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,26,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,0,49,1,0,1,"Gymnasium",1,"SE"
NA,5,0,55,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
7,9,1,27,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,6,1,56,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,61,1,0,1,"Lang videreg?ende",1,"SE"
NA,7,0,25,0,0,1,"Lang videreg?ende",1,"SE"
NA,5,0,85,0,0,1,"Grundskole",0,"SE"
NA,5,1,34,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,0,51,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
5,5,1,21,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,89,0,1,0,"Grundskole",0,"SE"
8,5,1,54,1,0,0,"Gymnasium",1,"SE"
NA,6,0,37,1,1,1,"Lang videreg?ende",1,"SE"
NA,0,0,50,1,1,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,4,1,75,1,0,1,"Gymnasium",0,"SE"
NA,8,1,31,0,1,1,"Lang videreg?ende",1,"SE"
8,4,1,72,0,0,1,"Grundskole",0,"SE"
5,5,0,60,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,2,0,59,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,4,0,82,0,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,6,1,49,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,2,0,43,1,0,1,"Lang videreg?ende",1,"SE"
5,3,0,37,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,6,0,58,0,1,1,"Gymnasium",1,"SE"
NA,4,0,78,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,2,1,30,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,6,1,67,1,0,1,"Lang videreg?ende",0,"SE"
NA,6,0,25,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,1,69,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,3,0,43,1,0,1,"Lang videreg?ende",1,"SE"
NA,3,1,75,1,1,1,"Erhvervsuddannelse",0,"SE"
NA,8,1,48,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,3,1,67,1,0,1,"Erhvervsuddannelse",0,"SE"
7,8,0,33,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,1,66,1,1,0,"Lang videreg?ende",0,"SE"
NA,2,0,40,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,20,0,0,0,"Erhvervsuddannelse",1,"SE"
NA,4,0,85,0,0,1,"Grundskole",0,"SE"
NA,5,1,50,1,0,1,"Lang videreg?ende",1,"SE"
NA,4,0,65,1,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,10,0,32,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,3,1,38,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,4,1,76,1,0,1,"Lang videreg?ende",0,"SE"
NA,8,0,73,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,4,0,87,0,0,1,"Grundskole",0,"SE"
NA,7,1,48,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,8,0,40,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,10,1,85,1,0,1,"Grundskole",0,"SE"
NA,6,0,61,0,1,1,"Lang videreg?ende",0,"SE"
NA,2,0,33,0,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,7,1,47,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,22,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,73,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,3,1,70,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,0,0,23,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,3,0,32,0,1,1,"Lang videreg?ende",1,"SE"
NA,3,1,58,1,1,1,"Erhvervsuddannelse",0,"SE"
7,7,0,40,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,1,55,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,10,1,57,0,1,1,"Gymnasium",1,"SE"
NA,5,0,66,1,0,1,"Grundskole",0,"SE"
NA,3,0,46,1,1,1,"Lang videreg?ende",1,"SE"
NA,9,0,26,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,4,1,67,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,21,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,4,1,31,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,7,0,82,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,2,0,32,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,7,1,73,0,0,1,"Gymnasium",0,"SE"
NA,7,1,84,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,3,1,46,0,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,6,0,34,0,0,1,"Lang videreg?ende",1,"SE"
NA,2,1,34,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,6,0,53,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,5,0,57,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,3,1,71,1,1,0,"Kort/Mellemlang videreg?ende",0,"SE"
NA,5,0,49,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,3,1,76,0,0,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,8,0,50,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,1,45,1,1,1,"Lang videreg?ende",1,"SE"
NA,5,1,41,0,0,1,"Lang videreg?ende",1,"SE"
5,4,0,35,0,1,1,"Gymnasium",0,"SE"
NA,1,0,45,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,2,1,36,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,6,0,59,1,0,1,"Lang videreg?ende",1,"SE"
NA,0,0,38,0,1,1,"Lang videreg?ende",1,"SE"
NA,8,0,32,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,8,1,50,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,2,0,79,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,5,1,29,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,1,43,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,1,0,62,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,8,0,72,0,1,0,"Erhvervsuddannelse",0,"SE"
NA,7,0,84,0,0,1,"Lang videreg?ende",0,"SE"
NA,5,1,37,1,1,0,"Erhvervsuddannelse",0,"SE"
NA,3,0,79,1,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,9,1,77,1,1,1,"Grundskole",0,"SE"
NA,8,0,32,1,1,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,NA,0,75,0,0,0,"Lang videreg?ende",0,"SE"
NA,7,1,40,1,1,1,"Gymnasium",0,"SE"
NA,NA,1,42,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,7,1,47,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,2,0,19,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,4,1,69,1,1,0,"Lang videreg?ende",1,"SE"
NA,2,1,56,0,1,0,"Erhvervsuddannelse",0,"SE"
NA,6,0,59,1,0,1,"Lang videreg?ende",1,"SE"
NA,6,1,50,1,0,0,"Lang videreg?ende",1,"SE"
NA,5,0,26,0,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,7,1,52,0,1,1,"Lang videreg?ende",1,"SE"
NA,7,1,64,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
7,8,1,52,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,0,0,72,1,0,1,"Gymnasium",0,"SE"
NA,7,0,26,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,6,0,29,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,8,1,81,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,75,0,1,0,"Gymnasium",0,"SE"
NA,7,1,84,1,1,1,"Erhvervsuddannelse",0,"SE"
NA,3,0,80,1,1,0,"Erhvervsuddannelse",0,"SE"
NA,8,1,31,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,2,0,58,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,1,18,0,0,1,"Gymnasium",1,"SE"
NA,5,1,57,0,0,1,"Gymnasium",1,"SE"
NA,4,0,72,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,63,1,1,0,"Erhvervsuddannelse",1,"SE"
NA,7,1,34,0,0,1,"Lang videreg?ende",1,"SE"
NA,9,1,88,1,1,1,"Lang videreg?ende",0,"SE"
NA,9,1,35,0,0,0,"Lang videreg?ende",0,"SE"
NA,2,0,56,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,2,0,26,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,6,1,69,1,1,1,"Lang videreg?ende",0,"SE"
NA,2,1,47,0,1,0,"Lang videreg?ende",1,"SE"
NA,7,0,80,1,0,1,"Gymnasium",0,"SE"
NA,10,0,85,0,1,0,"Erhvervsuddannelse",0,"SE"
NA,8,0,34,1,0,0,"Lang videreg?ende",1,"SE"
NA,3,1,39,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
3,2,0,59,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,46,1,1,1,"Lang videreg?ende",1,"SE"
4,3,0,36,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,6,1,18,0,1,1,"Gymnasium",0,"SE"
NA,7,1,70,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,6,0,28,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,NA,0,68,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,0,31,1,1,0,"Grundskole",1,"SE"
NA,8,0,43,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,0,72,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,10,0,71,0,0,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,9,0,59,0,0,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,0,42,0,1,0,"Erhvervsuddannelse",1,"SE"
NA,3,1,71,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,2,1,35,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,1,63,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,4,1,38,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,4,0,34,1,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,5,0,42,1,0,0,"Lang videreg?ende",1,"SE"
NA,7,1,24,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,4,0,25,0,1,1,"Lang videreg?ende",1,"SE"
NA,9,1,48,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,4,1,40,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,1,41,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,10,0,37,1,0,0,"Erhvervsuddannelse",1,"SE"
8,3,0,29,0,1,1,"Lang videreg?ende",1,"SE"
NA,6,1,58,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,0,85,0,0,1,"Grundskole",0,"SE"
NA,5,0,43,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,8,0,65,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,4,0,38,0,0,1,"Lang videreg?ende",1,"SE"
NA,5,0,54,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,2,0,57,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,8,1,31,0,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,5,0,42,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,6,1,55,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,4,0,21,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,4,1,72,1,1,1,"Lang videreg?ende",0,"SE"
NA,3,1,71,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,4,1,69,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,5,0,63,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,0,0,79,1,0,1,"Grundskole",0,"SE"
NA,6,0,69,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,1,68,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,0,71,1,0,1,"Gymnasium",0,"SE"
NA,8,1,77,1,0,0,"Erhvervsuddannelse",0,"SE"
NA,5,1,32,0,1,1,"Lang videreg?ende",1,"SE"
NA,5,1,36,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,8,0,64,0,1,1,"Lang videreg?ende",0,"SE"
NA,7,1,69,1,1,1,"Lang videreg?ende",1,"SE"
NA,8,0,76,1,0,1,"Erhvervsuddannelse",0,"SE"
8,4,1,49,1,0,1,"Lang videreg?ende",1,"SE"
NA,3,0,67,1,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,7,1,65,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,6,0,24,0,0,0,"Erhvervsuddannelse",0,"SE"
NA,7,1,45,1,0,1,"Gymnasium",1,"SE"
NA,5,1,47,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,6,0,37,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,0,26,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,1,28,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,4,0,44,1,1,1,"Lang videreg?ende",1,"SE"
NA,5,0,60,0,0,1,"Gymnasium",1,"SE"
8,8,0,51,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,0,71,1,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,3,0,67,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,6,1,41,0,1,1,"Lang videreg?ende",1,"SE"
NA,8,1,73,1,1,1,"Gymnasium",0,"SE"
NA,5,0,47,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,2,0,90,0,1,1,"Grundskole",0,"SE"
NA,5,1,54,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,8,0,76,1,0,1,"Grundskole",0,"SE"
NA,3,1,60,1,1,1,"Lang videreg?ende",1,"SE"
NA,7,0,74,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,7,1,83,1,0,1,"Gymnasium",0,"SE"
NA,5,0,40,0,0,1,"Lang videreg?ende",1,"SE"
NA,7,0,77,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,3,0,30,0,1,1,"Lang videreg?ende",1,"SE"
NA,9,0,77,1,1,0,"Kort/Mellemlang videreg?ende",0,"SE"
NA,3,0,40,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,3,0,85,0,0,1,"Grundskole",0,"SE"
NA,2,0,35,0,0,1,"Lang videreg?ende",1,"SE"
NA,5,0,69,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,4,0,82,0,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,3,0,30,1,0,0,"Erhvervsuddannelse",1,"SE"
NA,5,0,73,0,1,1,"Lang videreg?ende",1,"SE"
NA,6,1,48,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,1,55,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,4,0,53,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,8,1,73,1,1,1,"Erhvervsuddannelse",0,"SE"
NA,10,0,75,0,1,0,"Lang videreg?ende",0,"SE"
NA,1,0,90,0,1,1,"Grundskole",0,"SE"
NA,4,0,72,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,7,1,29,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,2,1,75,1,0,1,"Grundskole",0,"SE"
NA,5,0,40,1,1,0,"Gymnasium",0,"SE"
NA,5,0,66,1,0,1,"Erhvervsuddannelse",0,"SE"
6,7,0,22,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,7,1,46,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,2,1,30,1,0,0,"Erhvervsuddannelse",1,"SE"
NA,3,1,53,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,4,1,43,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,6,1,64,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,1,70,1,0,1,"Erhvervsuddannelse",0,"SE"
7,9,1,61,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
6,4,0,38,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,29,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
5,5,1,33,0,1,1,"Gymnasium",1,"SE"
NA,2,0,36,1,0,0,"Lang videreg?ende",1,"SE"
NA,10,1,16,0,0,1,"Gymnasium",0,"SE"
4,8,0,26,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,3,1,60,0,1,0,"Lang videreg?ende",1,"SE"
NA,8,1,51,0,1,1,"Erhvervsuddannelse",1,"SE"
5,10,1,40,0,0,0,"Gymnasium",1,"SE"
NA,7,0,75,0,0,1,"Lang videreg?ende",0,"SE"
NA,4,1,56,1,0,1,"Lang videreg?ende",1,"SE"
NA,5,1,74,1,1,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,75,1,0,1,"Grundskole",0,"SE"
NA,7,0,69,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,3,1,37,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,0,69,1,1,1,"Erhvervsuddannelse",0,"SE"
NA,3,1,65,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,7,1,68,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,5,0,49,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,3,0,31,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,8,1,73,1,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
5,NA,0,51,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,3,0,60,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,0,80,0,0,1,"Lang videreg?ende",0,"SE"
NA,2,0,40,1,0,1,"Lang videreg?ende",1,"SE"
NA,5,0,62,1,0,1,"Lang videreg?ende",1,"SE"
NA,1,1,63,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,2,1,30,0,1,0,"Gymnasium",1,"SE"
NA,5,1,73,0,0,1,"Gymnasium",0,"SE"
NA,4,0,38,1,0,1,"Lang videreg?ende",1,"SE"
NA,6,0,30,0,0,0,"Kort/Mellemlang videreg?ende",0,"SE"
NA,3,1,20,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,39,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,1,80,1,0,1,"Lang videreg?ende",0,"SE"
NA,4,1,31,1,1,1,"Lang videreg?ende",1,"SE"
6,7,1,19,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,0,47,0,0,0,"Erhvervsuddannelse",1,"SE"
NA,8,0,55,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,8,0,88,1,0,1,"Grundskole",0,"SE"
10,3,0,32,0,1,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,56,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,0,62,0,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,1,1,33,1,1,1,"Lang videreg?ende",1,"SE"
NA,0,0,47,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,NA,0,17,0,0,1,"Gymnasium",0,"SE"
NA,6,1,23,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,8,1,41,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,10,1,66,1,0,1,"Gymnasium",0,"SE"
NA,3,1,74,1,1,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,4,1,49,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,1,37,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,7,1,38,1,1,1,"Lang videreg?ende",1,"SE"
NA,1,0,26,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,9,1,53,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,0,23,0,1,1,"Erhvervsuddannelse",1,"SE"
5,5,1,21,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,7,1,53,1,1,1,"Lang videreg?ende",1,"SE"
NA,6,0,70,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,5,1,53,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,50,1,0,0,"Erhvervsuddannelse",1,"SE"
NA,2,0,67,1,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,7,1,21,0,0,0,"Erhvervsuddannelse",0,"SE"
NA,8,0,62,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,65,1,0,1,"Erhvervsuddannelse",0,"SE"
6,1,0,21,0,1,1,"Erhvervsuddannelse",0,"SE"
NA,7,1,77,1,1,1,"Erhvervsuddannelse",0,"SE"
NA,8,0,65,1,1,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,1,0,58,1,1,1,"Lang videreg?ende",1,"SE"
NA,4,1,40,1,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,5,0,74,1,0,1,"Erhvervsuddannelse",0,"SE"
NA,3,0,30,1,1,0,"Kort/Mellemlang videreg?ende",1,"SE"
NA,6,1,48,0,1,1,"Lang videreg?ende",1,"SE"
NA,5,1,38,0,0,0,"Erhvervsuddannelse",1,"SE"
NA,1,1,53,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
NA,7,1,81,1,0,1,"Lang videreg?ende",0,"SE"
NA,3,0,79,0,0,1,"Kort/Mellemlang videreg?ende",0,"SE"
NA,5,1,33,0,0,0,"Gymnasium",1,"SE"
NA,8,1,73,0,1,1,"Lang videreg?ende",0,"SE"
NA,5,0,82,0,1,1,"Grundskole",0,"SE"
NA,4,0,24,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,73,0,0,1,"Erhvervsuddannelse",0,"SE"
NA,3,1,43,0,1,1,"Lang videreg?ende",1,"SE"
NA,NA,0,70,1,1,0,"Erhvervsuddannelse",0,"SE"
NA,4,0,30,0,0,1,"Kort/Mellemlang videreg?ende",1,"SE"
5,0,1,20,0,0,0,"Lang videreg?ende",0,"SE"
NA,6,1,51,1,1,1,"Erhvervsuddannelse",1,"SE"
NA,5,1,55,1,0,1,"Erhvervsuddannelse",1,"SE"
NA,2,1,24,0,0,1,"Erhvervsuddannelse",1,"SE"
NA,3,0,72,0,1,0,"Lang videreg?ende",0,"SE"
NA,4,1,59,0,0,1,"Erhvervsuddannelse",1,"SE"
